id data_source sfs_method dist.bin V1 V2 lat.V1 long.V1 lat.V2 long.V2 popset dist locale1 locale2
1035 SNAPE binom 40 UK_Mar_16_53 RU_val_15_36 52.46 -0.959 58.024 33.23528 EW 34.6440020886502 NA NA
1064 PoolSNP counts 40 ES_Tom_16_37 RU_val_15_38 39.152529 -3.0616048 58.024 33.23528 EW 40.9096108987645 NA NA
1064 SNAPE counts 40 ES_Tom_16_37 RU_val_15_38 39.152529 -3.0616048 58.024 33.23528 EW 40.9096108987645 NA NA
1064 PoolSNP binom 40 ES_Tom_16_37 RU_val_15_38 39.152529 -3.0616048 58.024 33.23528 EW 40.9096108987645 NA NA
1064 SNAPE binom 40 ES_Tom_16_37 RU_val_15_38 39.152529 -3.0616048 58.024 33.23528 EW 40.9096108987645 NA NA
107 PoolSNP counts 20 TR_Yes_15_5 AT_Mau_15_51 40.231444 32.260328 48.375 15.56 EW 18.5800554259862 NA NA
107 SNAPE counts 20 TR_Yes_15_5 AT_Mau_15_51 40.231444 32.260328 48.375 15.56 EW 18.5800554259862 NA NA
107 PoolSNP binom 20 TR_Yes_15_5 AT_Mau_15_51 40.231444 32.260328 48.375 15.56 EW 18.5800554259862 NA NA
107 SNAPE binom 20 TR_Yes_15_5 AT_Mau_15_51 40.231444 32.260328 48.375 15.56 EW 18.5800554259862 NA NA
1071 PoolSNP counts 0 FI_Ves_14_38 RU_val_15_38 62.55 26.24 58.024 33.23528 EW 8.33178361927385 NA NA
1071 SNAPE counts 0 FI_Ves_14_38 RU_val_15_38 62.55 26.24 58.024 33.23528 EW 8.33178361927385 NA NA
1071 PoolSNP binom 0 FI_Ves_14_38 RU_val_15_38 62.55 26.24 58.024 33.23528 EW 8.33178361927385 NA NA
1071 SNAPE binom 0 FI_Ves_14_38 RU_val_15_38 62.55 26.24 58.024 33.23528 EW 8.33178361927385 NA NA
1072 PoolSNP counts 0 FI_Ves_16_7 RU_val_15_38 62.55 26.24 58.024 33.23528 EW 8.33178361927385 NA NA
1072 SNAPE counts 0 FI_Ves_16_7 RU_val_15_38 62.55 26.24 58.024 33.23528 EW 8.33178361927385 NA NA
1072 PoolSNP binom 0 FI_Ves_16_7 RU_val_15_38 62.55 26.24 58.024 33.23528 EW 8.33178361927385 NA NA
1072 SNAPE binom 0 FI_Ves_16_7 RU_val_15_38 62.55 26.24 58.024 33.23528 EW 8.33178361927385 NA NA
1077 PoolSNP counts 40 FR_Vil_16_9 RU_val_15_38 48.7543324 2.1584108 58.024 33.23528 EW 32.4299018914396 NA NA
1077 SNAPE counts 40 FR_Vil_16_9 RU_val_15_38 48.7543324 2.1584108 58.024 33.23528 EW 32.4299018914396 NA NA
1077 PoolSNP binom 40 FR_Vil_16_9 RU_val_15_38 48.7543324 2.1584108 58.024 33.23528 EW 32.4299018914396 NA NA
1077 SNAPE binom 40 FR_Vil_16_9 RU_val_15_38 48.7543324 2.1584108 58.024 33.23528 EW 32.4299018914396 NA NA
1096 PoolSNP counts 40 UK_Mar_16_53 RU_val_15_38 52.46 -0.959 58.024 33.23528 EW 34.6440020886502 NA NA
1096 SNAPE counts 40 UK_Mar_16_53 RU_val_15_38 52.46 -0.959 58.024 33.23528 EW 34.6440020886502 NA NA
1096 PoolSNP binom 40 UK_Mar_16_53 RU_val_15_38 52.46 -0.959 58.024 33.23528 EW 34.6440020886502 NA NA
1096 SNAPE binom 40 UK_Mar_16_53 RU_val_15_38 52.46 -0.959 58.024 33.23528 EW 34.6440020886502 NA NA
11 PoolSNP counts 0 DE_Bro_16_11 AT_Mau_15_50 48.218024 7.819513 48.375 15.56 EW 7.74207856210107 NA NA
11 SNAPE counts 0 DE_Bro_16_11 AT_Mau_15_50 48.218024 7.819513 48.375 15.56 EW 7.74207856210107 NA NA
11 PoolSNP binom 0 DE_Bro_16_11 AT_Mau_15_50 48.218024 7.819513 48.375 15.56 EW 7.74207856210107 NA NA
11 SNAPE binom 0 DE_Bro_16_11 AT_Mau_15_50 48.218024 7.819513 48.375 15.56 EW 7.74207856210107 NA NA
1107 PoolSNP counts 20 DE_Bro_15_54 UA_Che_14_28 48.218 7.82 51.37330556 30.13830556 EW 22.54024658797 NA NA
1107 SNAPE counts 20 DE_Bro_15_54 UA_Che_14_28 48.218 7.82 51.37330556 30.13830556 EW 22.54024658797 NA NA
1107 PoolSNP binom 20 DE_Bro_15_54 UA_Che_14_28 48.218 7.82 51.37330556 30.13830556 EW 22.54024658797 NA NA
1107 SNAPE binom 20 DE_Bro_15_54 UA_Che_14_28 48.218 7.82 51.37330556 30.13830556 EW 22.54024658797 NA NA
1111 PoolSNP counts 20 DE_Mun_14_32 UA_Che_14_28 48.18 11.61 51.37330556 30.13830556 EW 18.8014708819351 NA NA
1111 SNAPE counts 20 DE_Mun_14_32 UA_Che_14_28 48.18 11.61 51.37330556 30.13830556 EW 18.8014708819351 NA NA
1111 PoolSNP binom 20 DE_Mun_14_32 UA_Che_14_28 48.18 11.61 51.37330556 30.13830556 EW 18.8014708819351 NA NA
1111 SNAPE binom 20 DE_Mun_14_32 UA_Che_14_28 48.18 11.61 51.37330556 30.13830556 EW 18.8014708819351 NA NA
1122 PoolSNP counts 40 ES_Gim_15_31 UA_Che_14_28 41.656416 0.388472 51.37330556 30.13830556 EW 31.2964940459621 NA NA
1122 SNAPE counts 40 ES_Gim_15_31 UA_Che_14_28 41.656416 0.388472 51.37330556 30.13830556 EW 31.2964940459621 NA NA
1122 PoolSNP binom 40 ES_Gim_15_31 UA_Che_14_28 41.656416 0.388472 51.37330556 30.13830556 EW 31.2964940459621 NA NA
1122 SNAPE binom 40 ES_Gim_15_31 UA_Che_14_28 41.656416 0.388472 51.37330556 30.13830556 EW 31.2964940459621 NA NA
1125 PoolSNP counts 40 ES_Tom_16_37 UA_Che_14_28 39.152529 -3.0616048 51.37330556 30.13830556 EW 35.3776967543321 NA NA
1125 SNAPE counts 40 ES_Tom_16_37 UA_Che_14_28 39.152529 -3.0616048 51.37330556 30.13830556 EW 35.3776967543321 NA NA
1125 PoolSNP binom 40 ES_Tom_16_37 UA_Che_14_28 39.152529 -3.0616048 51.37330556 30.13830556 EW 35.3776967543321 NA NA
1125 SNAPE binom 40 ES_Tom_16_37 UA_Che_14_28 39.152529 -3.0616048 51.37330556 30.13830556 EW 35.3776967543321 NA NA
113 PoolSNP counts 20 TR_Yes_16_43 AT_Mau_15_51 40.231444 32.260328 48.375 15.56 EW 18.5800554259862 NA NA
113 SNAPE counts 20 TR_Yes_16_43 AT_Mau_15_51 40.231444 32.260328 48.375 15.56 EW 18.5800554259862 NA NA
113 PoolSNP binom 20 TR_Yes_16_43 AT_Mau_15_51 40.231444 32.260328 48.375 15.56 EW 18.5800554259862 NA NA
113 SNAPE binom 20 TR_Yes_16_43 AT_Mau_15_51 40.231444 32.260328 48.375 15.56 EW 18.5800554259862 NA NA
1130 PoolSNP counts 20 FI_Aka_16_5 UA_Che_14_28 61.1 23.52 51.37330556 30.13830556 EW 11.7648014524111 NA NA
1130 SNAPE counts 20 FI_Aka_16_5 UA_Che_14_28 61.1 23.52 51.37330556 30.13830556 EW 11.7648014524111 NA NA
1130 PoolSNP binom 20 FI_Aka_16_5 UA_Che_14_28 61.1 23.52 51.37330556 30.13830556 EW 11.7648014524111 NA NA
1130 SNAPE binom 20 FI_Aka_16_5 UA_Che_14_28 61.1 23.52 51.37330556 30.13830556 EW 11.7648014524111 NA NA
1134 PoolSNP counts 20 FR_Got_15_49 UA_Che_14_28 44.977 4.93 51.37330556 30.13830556 EW 26.0071412120443 NA NA
1134 SNAPE counts 20 FR_Got_15_49 UA_Che_14_28 44.977 4.93 51.37330556 30.13830556 EW 26.0071412120443 NA NA
1134 PoolSNP binom 20 FR_Got_15_49 UA_Che_14_28 44.977 4.93 51.37330556 30.13830556 EW 26.0071412120443 NA NA
1134 SNAPE binom 20 FR_Got_15_49 UA_Che_14_28 44.977 4.93 51.37330556 30.13830556 EW 26.0071412120443 NA NA
1143 PoolSNP counts 20 TR_Yes_15_4 UA_Che_14_28 40.231444 32.260328 51.37330556 30.13830556 EW 11.3421364062539 NA NA
1143 SNAPE counts 20 TR_Yes_15_4 UA_Che_14_28 40.231444 32.260328 51.37330556 30.13830556 EW 11.3421364062539 NA NA
1143 PoolSNP binom 20 TR_Yes_15_4 UA_Che_14_28 40.231444 32.260328 51.37330556 30.13830556 EW 11.3421364062539 NA NA
1143 SNAPE binom 20 TR_Yes_15_4 UA_Che_14_28 40.231444 32.260328 51.37330556 30.13830556 EW 11.3421364062539 NA NA
1146 PoolSNP counts 20 TR_Yes_15_8 UA_Che_14_28 40.231444 32.260328 51.37330556 30.13830556 EW 11.3421364062539 NA NA
1146 SNAPE counts 20 TR_Yes_15_8 UA_Che_14_28 40.231444 32.260328 51.37330556 30.13830556 EW 11.3421364062539 NA NA
1146 PoolSNP binom 20 TR_Yes_15_8 UA_Che_14_28 40.231444 32.260328 51.37330556 30.13830556 EW 11.3421364062539 NA NA
1146 SNAPE binom 20 TR_Yes_15_8 UA_Che_14_28 40.231444 32.260328 51.37330556 30.13830556 EW 11.3421364062539 NA NA
1153 PoolSNP counts 40 UK_Dai_16_23 UA_Che_14_28 56.3447 -2.9525 51.37330556 30.13830556 EW 33.4621603499802 NA NA
1153 SNAPE counts 40 UK_Dai_16_23 UA_Che_14_28 56.3447 -2.9525 51.37330556 30.13830556 EW 33.4621603499802 NA NA
1153 PoolSNP binom 40 UK_Dai_16_23 UA_Che_14_28 56.3447 -2.9525 51.37330556 30.13830556 EW 33.4621603499802 NA NA
1153 SNAPE binom 40 UK_Dai_16_23 UA_Che_14_28 56.3447 -2.9525 51.37330556 30.13830556 EW 33.4621603499802 NA NA
1154 PoolSNP counts 40 UK_Lut_14_13 UA_Che_14_28 52.433592 -1.102667 51.37330556 30.13830556 EW 31.2589598967963 NA NA
1154 SNAPE counts 40 UK_Lut_14_13 UA_Che_14_28 52.433592 -1.102667 51.37330556 30.13830556 EW 31.2589598967963 NA NA
1154 PoolSNP binom 40 UK_Lut_14_13 UA_Che_14_28 52.433592 -1.102667 51.37330556 30.13830556 EW 31.2589598967963 NA NA
1154 SNAPE binom 40 UK_Lut_14_13 UA_Che_14_28 52.433592 -1.102667 51.37330556 30.13830556 EW 31.2589598967963 NA NA
1156 PoolSNP counts 40 UK_Mar_15_42 UA_Che_14_28 52.4608 -0.959 51.37330556 30.13830556 EW 31.1163149689843 NA NA
1156 SNAPE counts 40 UK_Mar_15_42 UA_Che_14_28 52.4608 -0.959 51.37330556 30.13830556 EW 31.1163149689843 NA NA
1156 PoolSNP binom 40 UK_Mar_15_42 UA_Che_14_28 52.4608 -0.959 51.37330556 30.13830556 EW 31.1163149689843 NA NA
1156 SNAPE binom 40 UK_Mar_15_42 UA_Che_14_28 52.4608 -0.959 51.37330556 30.13830556 EW 31.1163149689843 NA NA
1181 PoolSNP counts 20 DK_Kar_16_4 UA_Che_14_29 55.945128 10.212586 51.38691667 30.07330556 EW 20.3770820278544 NA NA
1181 SNAPE counts 20 DK_Kar_16_4 UA_Che_14_29 55.945128 10.212586 51.38691667 30.07330556 EW 20.3770820278544 NA NA
1181 PoolSNP binom 20 DK_Kar_16_4 UA_Che_14_29 55.945128 10.212586 51.38691667 30.07330556 EW 20.3770820278544 NA NA
1181 SNAPE binom 20 DK_Kar_16_4 UA_Che_14_29 55.945128 10.212586 51.38691667 30.07330556 EW 20.3770820278544 NA NA
1184 PoolSNP counts 40 ES_Gim_16_34 UA_Che_14_29 41.656416 0.388472 51.38691667 30.07330556 EW 31.2389498346819 NA NA
1184 SNAPE counts 40 ES_Gim_16_34 UA_Che_14_29 41.656416 0.388472 51.38691667 30.07330556 EW 31.2389498346819 NA NA
1184 PoolSNP binom 40 ES_Gim_16_34 UA_Che_14_29 41.656416 0.388472 51.38691667 30.07330556 EW 31.2389498346819 NA NA
1184 SNAPE binom 40 ES_Gim_16_34 UA_Che_14_29 41.656416 0.388472 51.38691667 30.07330556 EW 31.2389498346819 NA NA
12 PoolSNP counts 0 DE_Mun_14_31 AT_Mau_15_50 48.18 11.61 48.375 15.56 EW 3.95481036207806 NA NA
12 SNAPE counts 0 DE_Mun_14_31 AT_Mau_15_50 48.18 11.61 48.375 15.56 EW 3.95481036207806 NA NA
12 PoolSNP binom 0 DE_Mun_14_31 AT_Mau_15_50 48.18 11.61 48.375 15.56 EW 3.95481036207806 NA NA
12 SNAPE binom 0 DE_Mun_14_31 AT_Mau_15_50 48.18 11.61 48.375 15.56 EW 3.95481036207806 NA NA
1207 PoolSNP counts 20 TR_Yes_15_8 UA_Che_14_29 40.231444 32.260328 51.38691667 30.07330556 EW 11.3678334630738 NA NA
1207 SNAPE counts 20 TR_Yes_15_8 UA_Che_14_29 40.231444 32.260328 51.38691667 30.07330556 EW 11.3678334630738 NA NA
1207 PoolSNP binom 20 TR_Yes_15_8 UA_Che_14_29 40.231444 32.260328 51.38691667 30.07330556 EW 11.3678334630738 NA NA
1207 SNAPE binom 20 TR_Yes_15_8 UA_Che_14_29 40.231444 32.260328 51.38691667 30.07330556 EW 11.3678334630738 NA NA
1215 PoolSNP counts 40 UK_Lut_14_13 UA_Che_14_29 52.433592 -1.102667 51.38691667 30.07330556 EW 31.1935377010737 NA NA
1215 SNAPE counts 40 UK_Lut_14_13 UA_Che_14_29 52.433592 -1.102667 51.38691667 30.07330556 EW 31.1935377010737 NA NA
1215 PoolSNP binom 40 UK_Lut_14_13 UA_Che_14_29 52.433592 -1.102667 51.38691667 30.07330556 EW 31.1935377010737 NA NA
1215 SNAPE binom 40 UK_Lut_14_13 UA_Che_14_29 52.433592 -1.102667 51.38691667 30.07330556 EW 31.1935377010737 NA NA
1218 PoolSNP counts 40 UK_Mar_16_53 UA_Che_14_29 52.46 -0.959 51.38691667 30.07330556 EW 31.0508533892763 NA NA
1218 SNAPE counts 40 UK_Mar_16_53 UA_Che_14_29 52.46 -0.959 51.38691667 30.07330556 EW 31.0508533892763 NA NA
1218 PoolSNP binom 40 UK_Mar_16_53 UA_Che_14_29 52.46 -0.959 51.38691667 30.07330556 EW 31.0508533892763 NA NA
1218 SNAPE binom 40 UK_Mar_16_53 UA_Che_14_29 52.46 -0.959 51.38691667 30.07330556 EW 31.0508533892763 NA NA
1239 PoolSNP counts 20 DK_Kar_14_41 UA_Cho_15_24 55.945128 10.212586 51.279245 30.213118 EW 20.5375690979413 NA NA
1239 SNAPE counts 20 DK_Kar_14_41 UA_Cho_15_24 55.945128 10.212586 51.279245 30.213118 EW 20.5375690979413 NA NA
1239 PoolSNP binom 20 DK_Kar_14_41 UA_Cho_15_24 55.945128 10.212586 51.279245 30.213118 EW 20.5375690979413 NA NA
1239 SNAPE binom 20 DK_Kar_14_41 UA_Cho_15_24 55.945128 10.212586 51.279245 30.213118 EW 20.5375690979413 NA NA
1244 PoolSNP counts 40 ES_Gim_15_31 UA_Cho_15_24 41.656416 0.388472 51.279245 30.213118 EW 31.3386079299728 NA NA
1244 SNAPE counts 40 ES_Gim_15_31 UA_Cho_15_24 41.656416 0.388472 51.279245 30.213118 EW 31.3386079299728 NA NA
1244 PoolSNP binom 40 ES_Gim_15_31 UA_Cho_15_24 41.656416 0.388472 51.279245 30.213118 EW 31.3386079299728 NA NA
1244 SNAPE binom 40 ES_Gim_15_31 UA_Cho_15_24 41.656416 0.388472 51.279245 30.213118 EW 31.3386079299728 NA NA
1247 PoolSNP counts 40 ES_Tom_16_37 UA_Cho_15_24 39.152529 -3.0616048 51.279245 30.213118 EW 35.4155956940088 NA NA
1247 SNAPE counts 40 ES_Tom_16_37 UA_Cho_15_24 39.152529 -3.0616048 51.279245 30.213118 EW 35.4155956940088 NA NA
1247 PoolSNP binom 40 ES_Tom_16_37 UA_Cho_15_24 39.152529 -3.0616048 51.279245 30.213118 EW 35.4155956940088 NA NA
1247 SNAPE binom 40 ES_Tom_16_37 UA_Cho_15_24 39.152529 -3.0616048 51.279245 30.213118 EW 35.4155956940088 NA NA
1251 PoolSNP counts 20 FI_Aka_15_35 UA_Cho_15_24 61.1 23.52 51.279245 30.213118 EW 11.8846563825779 NA NA
1251 SNAPE counts 20 FI_Aka_15_35 UA_Cho_15_24 61.1 23.52 51.279245 30.213118 EW 11.8846563825779 NA NA
1251 PoolSNP binom 20 FI_Aka_15_35 UA_Cho_15_24 61.1 23.52 51.279245 30.213118 EW 11.8846563825779 NA NA
1251 SNAPE binom 20 FI_Aka_15_35 UA_Cho_15_24 61.1 23.52 51.279245 30.213118 EW 11.8846563825779 NA NA
1276 PoolSNP counts 40 UK_Lut_14_13 UA_Cho_15_24 52.433592 -1.102667 51.279245 30.213118 EW 31.3370532622746 NA NA
1276 SNAPE counts 40 UK_Lut_14_13 UA_Cho_15_24 52.433592 -1.102667 51.279245 30.213118 EW 31.3370532622746 NA NA
1276 PoolSNP binom 40 UK_Lut_14_13 UA_Cho_15_24 52.433592 -1.102667 51.279245 30.213118 EW 31.3370532622746 NA NA
1276 SNAPE binom 40 UK_Lut_14_13 UA_Cho_15_24 52.433592 -1.102667 51.279245 30.213118 EW 31.3370532622746 NA NA
1277 PoolSNP counts 40 UK_Mar_14_12 UA_Cho_15_24 52.475769 -0.921517 51.279245 30.213118 EW 31.1576181096341 NA NA
1277 SNAPE counts 40 UK_Mar_14_12 UA_Cho_15_24 52.475769 -0.921517 51.279245 30.213118 EW 31.1576181096341 NA NA
1277 PoolSNP binom 40 UK_Mar_14_12 UA_Cho_15_24 52.475769 -0.921517 51.279245 30.213118 EW 31.1576181096341 NA NA
1277 SNAPE binom 40 UK_Mar_14_12 UA_Cho_15_24 52.475769 -0.921517 51.279245 30.213118 EW 31.1576181096341 NA NA
1280 PoolSNP counts 40 UK_She_14_09 UA_Cho_15_24 53.39052 -1.520599 51.279245 30.213118 EW 31.8038720403934 NA NA
1280 SNAPE counts 40 UK_She_14_09 UA_Cho_15_24 53.39052 -1.520599 51.279245 30.213118 EW 31.8038720403934 NA NA
1280 PoolSNP binom 40 UK_She_14_09 UA_Cho_15_24 53.39052 -1.520599 51.279245 30.213118 EW 31.8038720403934 NA NA
1280 SNAPE binom 40 UK_She_14_09 UA_Cho_15_24 53.39052 -1.520599 51.279245 30.213118 EW 31.8038720403934 NA NA
13 PoolSNP counts 0 DE_Mun_14_32 AT_Mau_15_50 48.18 11.61 48.375 15.56 EW 3.95481036207806 NA NA
13 SNAPE counts 0 DE_Mun_14_32 AT_Mau_15_50 48.18 11.61 48.375 15.56 EW 3.95481036207806 NA NA
13 PoolSNP binom 0 DE_Mun_14_32 AT_Mau_15_50 48.18 11.61 48.375 15.56 EW 3.95481036207806 NA NA
13 SNAPE binom 0 DE_Mun_14_32 AT_Mau_15_50 48.18 11.61 48.375 15.56 EW 3.95481036207806 NA NA
1304 PoolSNP counts 40 ES_Gim_15_30 UA_Cho_15_25 41.656416 0.388472 51.279245 30.213118 EW 31.3386079299728 NA NA
1304 SNAPE counts 40 ES_Gim_15_30 UA_Cho_15_25 41.656416 0.388472 51.279245 30.213118 EW 31.3386079299728 NA NA
1304 PoolSNP binom 40 ES_Gim_15_30 UA_Cho_15_25 41.656416 0.388472 51.279245 30.213118 EW 31.3386079299728 NA NA
1304 SNAPE binom 40 ES_Gim_15_30 UA_Cho_15_25 41.656416 0.388472 51.279245 30.213118 EW 31.3386079299728 NA NA
1306 PoolSNP counts 40 ES_Gim_16_34 UA_Cho_15_25 41.656416 0.388472 51.279245 30.213118 EW 31.3386079299728 NA NA
1306 SNAPE counts 40 ES_Gim_16_34 UA_Cho_15_25 41.656416 0.388472 51.279245 30.213118 EW 31.3386079299728 NA NA
1306 PoolSNP binom 40 ES_Gim_16_34 UA_Cho_15_25 41.656416 0.388472 51.279245 30.213118 EW 31.3386079299728 NA NA
1306 SNAPE binom 40 ES_Gim_16_34 UA_Cho_15_25 41.656416 0.388472 51.279245 30.213118 EW 31.3386079299728 NA NA
1319 PoolSNP counts 20 FR_Vil_15_40 UA_Cho_15_25 48.754 2.158 51.279245 30.213118 EW 28.168537560618 NA NA
1319 SNAPE counts 20 FR_Vil_15_40 UA_Cho_15_25 48.754 2.158 51.279245 30.213118 EW 28.168537560618 NA NA
1319 PoolSNP binom 20 FR_Vil_15_40 UA_Cho_15_25 48.754 2.158 51.279245 30.213118 EW 28.168537560618 NA NA
1319 SNAPE binom 20 FR_Vil_15_40 UA_Cho_15_25 48.754 2.158 51.279245 30.213118 EW 28.168537560618 NA NA
132 PoolSNP counts 20 DE_Bro_16_10 BY_Bre_15_13 48.218024 7.819513 52.142193 23.662434 EW 16.3216803103358 NA NA
132 SNAPE counts 20 DE_Bro_16_10 BY_Bre_15_13 48.218024 7.819513 52.142193 23.662434 EW 16.3216803103358 NA NA
132 PoolSNP binom 20 DE_Bro_16_10 BY_Bre_15_13 48.218024 7.819513 52.142193 23.662434 EW 16.3216803103358 NA NA
132 SNAPE binom 20 DE_Bro_16_10 BY_Bre_15_13 48.218024 7.819513 52.142193 23.662434 EW 16.3216803103358 NA NA
1325 PoolSNP counts 20 TR_Yes_15_3 UA_Cho_15_25 40.231444 32.260328 51.279245 30.213118 EW 11.2358789473588 NA NA
1325 SNAPE counts 20 TR_Yes_15_3 UA_Cho_15_25 40.231444 32.260328 51.279245 30.213118 EW 11.2358789473588 NA NA
1325 PoolSNP binom 20 TR_Yes_15_3 UA_Cho_15_25 40.231444 32.260328 51.279245 30.213118 EW 11.2358789473588 NA NA
1325 SNAPE binom 20 TR_Yes_15_3 UA_Cho_15_25 40.231444 32.260328 51.279245 30.213118 EW 11.2358789473588 NA NA
133 PoolSNP counts 20 DE_Bro_16_11 BY_Bre_15_13 48.218024 7.819513 52.142193 23.662434 EW 16.3216803103358 NA NA
133 SNAPE counts 20 DE_Bro_16_11 BY_Bre_15_13 48.218024 7.819513 52.142193 23.662434 EW 16.3216803103358 NA NA
133 PoolSNP binom 20 DE_Bro_16_11 BY_Bre_15_13 48.218024 7.819513 52.142193 23.662434 EW 16.3216803103358 NA NA
133 SNAPE binom 20 DE_Bro_16_11 BY_Bre_15_13 48.218024 7.819513 52.142193 23.662434 EW 16.3216803103358 NA NA
1336 PoolSNP counts 40 UK_Dai_16_23 UA_Cho_15_25 56.3447 -2.9525 51.279245 30.213118 EW 33.5502168648572 NA NA
1336 SNAPE counts 40 UK_Dai_16_23 UA_Cho_15_25 56.3447 -2.9525 51.279245 30.213118 EW 33.5502168648572 NA NA
1336 PoolSNP binom 40 UK_Dai_16_23 UA_Cho_15_25 56.3447 -2.9525 51.279245 30.213118 EW 33.5502168648572 NA NA
1336 SNAPE binom 40 UK_Dai_16_23 UA_Cho_15_25 56.3447 -2.9525 51.279245 30.213118 EW 33.5502168648572 NA NA
1339 PoolSNP counts 40 UK_Mar_15_42 UA_Cho_15_25 52.4608 -0.959 51.279245 30.213118 EW 31.1945029263803 NA NA
