CHROM	POP	DATASET	Pi	Watterson	Tajima_D
3L	UA_Che_14_28	Europe_PoolSNP	0.005126	0.005041	0.072802
3L	UA_Che_14_29	Europe_PoolSNP	0.005117	0.004982	0.119164
3L	UA_Che_14_47	Europe_PoolSNP	0.005515	0.005596	-0.066202
3L	UA_Che_14_48	Europe_PoolSNP	0.005094	0.005041	0.048550
3L	UA_Cho_15_24	Europe_PoolSNP	0.005320	0.005227	0.079895
3L	UA_Cho_15_25	Europe_PoolSNP	0.005062	0.004829	0.199158
3L	UA_Cho_15_26	Europe_PoolSNP	0.005264	0.005154	0.095212
3L	UA_Cho_15_27	Europe_PoolSNP	0.005244	0.005018	0.187138
3L	UA_Cho_15_65	Europe_PoolSNP	0.005291	0.005331	-0.030435
3L	UA_Cho_15_67	Europe_PoolSNP	0.005202	0.005187	0.012339
3L	UA_Cho_15_68	Europe_PoolSNP	0.005302	0.005356	-0.042450
3L	UA_Cho_15_69	Europe_PoolSNP	0.005237	0.005269	-0.026202
3L	UA_Cho_15_70	Europe_PoolSNP	0.005171	0.005156	0.012046
3L	UA_Cho_16_54	Europe_PoolSNP	0.005165	0.005152	0.010118
3L	UA_Cho_16_55	Europe_PoolSNP	0.004998	0.004860	0.115075
3L	UA_Cho_16_62	Europe_PoolSNP	0.005209	0.005239	-0.024509
3L	UA_Dro_14_27	Europe_PoolSNP	0.004873	0.004650	0.206509
3L	UA_Dro_15_10	Europe_PoolSNP	0.004930	0.004653	0.243263
3L	UA_Dro_16_56	Europe_PoolSNP	0.004821	0.004632	0.183635
3L	UA_Kan_16_57	Europe_PoolSNP	0.005188	0.005204	-0.013257
3L	UA_Kha_14_45	Europe_PoolSNP	0.005458	0.005543	-0.069325
3L	UA_Kha_14_46	Europe_PoolSNP	0.005266	0.005241	0.021473
3L	UA_Kha_15_19	Europe_PoolSNP	0.005407	0.005400	0.005312
3L	UA_Kha_16_58	Europe_PoolSNP	0.005223	0.005188	0.029833
3L	UA_Kyi_14_23	Europe_PoolSNP	0.005122	0.004946	0.165032
3L	UA_Kyi_14_24	Europe_PoolSNP	0.005179	0.005058	0.115711
3L	UA_Kyi_14_49	Europe_PoolSNP	0.005131	0.005088	0.042203
3L	UA_Kyi_15_64	Europe_PoolSNP	0.005201	0.005186	0.011467
3L	UA_Kyi_16_44	Europe_PoolSNP	0.005214	0.005213	0.001228
3L	UA_Kyi_16_45	Europe_PoolSNP	0.005258	0.005255	0.002386
3L	UA_Kyi_16_59	Europe_PoolSNP	0.005166	0.005102	0.052278
3L	UA_od_13_fall	Europe_PoolSNP	0.005227	0.005318	-0.070729
3L	UA_od_13_spring	Europe_PoolSNP	0.005405	0.005528	-0.095713
3L	UA_Ode_14_19	Europe_PoolSNP	0.004944	0.004727	0.198846
3L	UA_Ode_14_20	Europe_PoolSNP	0.004921	0.004678	0.240923
3L	UA_Ode_14_21	Europe_PoolSNP	0.005299	0.005268	0.025885
3L	UA_Ode_14_22	Europe_PoolSNP	0.005233	0.005180	0.046437
3L	UA_Ode_15_11	Europe_PoolSNP	0.005113	0.004962	0.136570
3L	UA_Ode_15_20	Europe_PoolSNP	0.004975	0.004753	0.191426
3L	UA_Ode_15_22	Europe_PoolSNP	0.005270	0.005181	0.074638
3L	UA_Ode_15_66	Europe_PoolSNP	0.004867	0.004632	0.219015
3L	UA_Ode_16_46	Europe_PoolSNP	0.004921	0.004847	0.069755
3L	UA_Ode_16_47	Europe_PoolSNP	0.004906	0.004762	0.137182
3L	UA_Pyr_14_26	Europe_PoolSNP	0.005358	0.005336	0.017503
3L	UA_Pyr_15_21	Europe_PoolSNP	0.005316	0.005202	0.093495
3L	UA_Pir_16_48	Europe_PoolSNP	0.004815	0.004761	0.055762
3L	UA_Pyr_16_49	Europe_PoolSNP	0.005237	0.005279	-0.032698
3L	UA_Uma_14_50	Europe_PoolSNP	0.005155	0.005175	-0.018615
3L	UA_Uma_15_9	Europe_PoolSNP	0.005319	0.005233	0.066815
3L	UA_Uma_16_50	Europe_PoolSNP	0.005105	0.005025	0.075487
3L	UA_Uma_16_51	Europe_PoolSNP	0.005233	0.005200	0.029603
3L	UA_Var_14_25	Europe_PoolSNP	0.005280	0.005196	0.070831
3L	UA_Var_15_18	Europe_PoolSNP	0.005873	0.005753	0.088804
3L	UA_Var_16_60	Europe_PoolSNP	0.005540	0.005550	-0.007930
3L	UA_Yal_14_16	Europe_PoolSNP	0.004938	0.004639	0.264618
3L	UA_Yal_14_18	Europe_PoolSNP	0.005051	0.004819	0.203693
3L	UA_Yal_15_23	Europe_PoolSNP	0.005047	0.004818	0.265011
3L	UA_Yal_15_63	Europe_PoolSNP	0.005108	0.005042	0.055694
3L	UA_Yal_16_61	Europe_PoolSNP	0.004943	0.004725	0.200508
3L	UK	Africa_PoolSNP	0.006492	0.006474	NA
3L	UK_Dai_15_52	Europe_PoolSNP	0.005009	0.004285	0.686792
3L	UK_Dai_16_23	Europe_PoolSNP	0.005179	0.005010	0.139953
3L	UK_Lut_14_13	Europe_PoolSNP	0.005401	0.005400	0.001122
3L	UK_Mar_14_12	Europe_PoolSNP	0.005333	0.005343	-0.007411
3L	UK_Mar_15_42	Europe_PoolSNP	0.005324	0.005166	0.127674
3L	UK_Mar_16_53	Europe_PoolSNP	0.005190	0.005158	0.024870
3L	UK_She_14_09	Europe_PoolSNP	0.005015	0.004952	0.168549
3L	UK_She_15_17	Europe_PoolSNP	0.005070	0.004537	0.470319
3L	UK_Sou_14_10	Europe_PoolSNP	0.005272	0.005181	0.081567
3L	VA_ch_12_fall	North America_PoolSNP	0.005847	0.005848	-0.001113
3L	VA_ch_12_spring	North America_PoolSNP	0.005881	0.005844	0.026392
3L	VA_ch_14_fall	North America_PoolSNP	0.005879	0.005736	0.099489
3L	VA_ch_14_spring	North America_PoolSNP	0.005891	0.005825	0.046360
3L	VA_ch_15_fall	North America_PoolSNP	0.005902	0.005834	0.046003
3L	VA_ch_15_spring	North America_PoolSNP	0.005877	0.005818	0.040607
3L	W	North America_PoolSNP	0.005536	0.005566	-0.035622
3L	WA_se_14_spring	North America_PoolSNP	0.005612	0.005671	-0.036913
3L	WI_cp_12_fall	North America_PoolSNP	0.005738	0.005797	-0.046112
3L	WI_cp_12_frost	North America_PoolSNP	0.005755	0.005819	-0.050379
3L	WI_cp_12_spring	North America_PoolSNP	0.005676	0.005632	0.054825
3L	WI_cp_13_fall	North America_PoolSNP	0.005870	0.005902	-0.023166
3L	WI_cp_13_spring	North America_PoolSNP	0.005951	0.006052	-0.059152
3L	WI_cp_14_fall	North America_PoolSNP	0.005784	0.005779	0.002761
3L	WI_cp_14_spring	North America_PoolSNP	0.005944	0.006016	-0.046290
3L	ZI	Africa_PoolSNP	0.006240	0.005074	0.807183
3L	ZW	Africa_PoolSNP	NA	NA	NA
3R	AT_gr_12_fall	Europe_PoolSNP	0.00423	0.004294	-0.068364
3R	AT_gr_12_spring	Europe_PoolSNP	0.004359	0.00442	-0.074812
3R	AT_Mau_14_01	Europe_PoolSNP	0.004401	0.004554	-0.154314
3R	AT_Mau_14_02	Europe_PoolSNP	0.004386	0.004534	-0.149132
3R	AT_Mau_15_50	Europe_PoolSNP	0.004304	0.004240	0.058480
3R	AT_Mau_15_51	Europe_PoolSNP	0.004317	0.004321	-0.003604
3R	AT_See_14_44	Europe_PoolSNP	0.004651	0.004854	-0.187237
3R	AT_See_16_1	Europe_PoolSNP	0.004839	0.004905	-0.055341
3R	BY_Bre_15_13	Europe_PoolSNP	0.004222	0.004143	0.078355
3R	CA_es_12_fall	North America_PoolSNP	0.004638	0.004708	-0.066890
3R	CA_es_12_frost	North America_PoolSNP	0.004698	0.004751	-0.051122
3R	CA_es_12_spring	North America_PoolSNP	0.004707	0.004821	-0.101814
3R	CA_es_13_fall	North America_PoolSNP	0.004829	0.004991	-0.137458
3R	CA_es_13_spring	North America_PoolSNP	0.004723	0.004834	-0.100025
3R	CA_pl_12_fall	North America_PoolSNP	0.004598	0.004739	-0.115284
3R	CA_pl_12_frost	North America_PoolSNP	0.004711	0.004760	-0.046255
3R	CA_pl_13_fall	North America_PoolSNP	0.004776	0.004929	-0.130272
3R	CA_pl_13_frost	North America_PoolSNP	0.004744	0.004841	-0.086231
3R	CA_st_12_fall	North America_PoolSNP	0.004553	0.004615	-0.063074
3R	CA_st_12_frost	North America_PoolSNP	0.004639	0.004712	-0.071535
3R	CA_st_13_fall	North America_PoolSNP	0.004637	0.004673	-0.031691
3R	CA_tu_12_fall	North America_PoolSNP	0.004706	0.004842	-0.132933
3R	CA_tu_12_frost	North America_PoolSNP	0.004681	0.004761	-0.066579
3R	CA_tu_13_fall	North America_PoolSNP	0.004810	0.004959	-0.120129
3R	CA_tu_13_frost	North America_PoolSNP	0.004719	0.004804	-0.077887
3R	CA_tu_13_spring	North America_PoolSNP	0.004581	0.004634	-0.050331
3R	CH_Cha_14_42	Europe_PoolSNP	0.004986	0.005072	-0.077073
3R	CH_Cha_14_43	Europe_PoolSNP	0.004592	0.004705	-0.125894
3R	CH_Cha_15_39	Europe_PoolSNP	0.004979	0.004578	0.375972
3R	CH_Cha_16_38	Europe_PoolSNP	0.004858	0.004852	0.005022
3R	CO	Africa_PoolSNP	0.004786	0.004739	0.176669
3R	CY_Nic_14_11	Europe_PoolSNP	0.004930	0.004850	0.066641
3R	DE_Bro_14_14	Europe_PoolSNP	0.004654	0.004844	-0.158454
3R	DE_Bro_14_15	Europe_PoolSNP	0.004558	0.004696	-0.125741
3R	DE_Bro_15_53	Europe_PoolSNP	0.004737	0.004953	-0.176366
3R	DE_Bro_15_54	Europe_PoolSNP	0.004703	0.004931	-0.183688
3R	DE_Bro_16_10	Europe_PoolSNP	0.004620	0.004761	-0.124901
3R	DE_Bro_16_11	Europe_PoolSNP	0.004363	0.004414	-0.048809
3R	DE_Mun_14_31	Europe_PoolSNP	0.004453	0.004401	0.053786
3R	DE_Mun_14_32	Europe_PoolSNP	0.004591	0.004682	-0.091031
3R	DE_Mun_15_45	Europe_PoolSNP	0.004748	0.004855	-0.092260
3R	DE_Mun_15_46	Europe_PoolSNP	0.004663	0.004735	-0.061208
3R	DE_Mun_16_12	Europe_PoolSNP	0.004457	0.004435	0.021174
3R	DE_Mun_16_13	Europe_PoolSNP	0.004543	0.004625	-0.073818
3R	DK_Kar_14_39	Europe_PoolSNP	0.004441	0.004437	0.004055
3R	DK_Kar_14_41	Europe_PoolSNP	0.004423	0.004410	0.013610
3R	DK_Kar_16_2	Europe_PoolSNP	0.003803	0.003197	0.771580
3R	DK_Kar_16_3	Europe_PoolSNP	0.003937	0.003526	0.483057
3R	DK_Kar_16_4	Europe_PoolSNP	0.004040	0.003645	0.437771
3R	EA	Africa_PoolSNP	NA	NA	NA
3R	EB	Africa_PoolSNP	0.004879	0.004864	NA
3R	ED	Africa_PoolSNP	0.004385	0.004379	NA
3R	EF	Africa_PoolSNP	0.004172	0.003965	0.288073
3R	EG	Africa_PoolSNP	0.004665	0.004643	0.093241
3R	ER	Africa_PoolSNP	0.004470	0.004463	NA
3R	ES_ba_12_fall	Europe_PoolSNP	0.005042	0.005204	-0.128449
3R	ES_ba_12_spring	Europe_PoolSNP	0.004865	0.004973	-0.118274
3R	ES_Ben_16_32	Europe_PoolSNP	0.004881	0.005061	-0.159442
3R	ES_Cor_15_33	Europe_PoolSNP	0.004712	0.004783	-0.064099
3R	ES_Gim_14_34	Europe_PoolSNP	0.005183	0.005256	-0.066963
3R	ES_Gim_14_35	Europe_PoolSNP	0.004866	0.005001	-0.129597
3R	ES_Gim_15_30	Europe_PoolSNP	0.005252	0.005174	0.062465
3R	ES_Gim_15_31	Europe_PoolSNP	0.005252	0.005171	0.070310
3R	ES_Gim_16_33	Europe_PoolSNP	0.004923	0.004909	0.019702
3R	ES_Gim_16_34	Europe_PoolSNP	0.005163	0.005146	0.014142
3R	ES_Gua_15_32	Europe_PoolSNP	0.004941	0.005037	-0.080534
3R	ES_Pur_16_35	Europe_PoolSNP	0.004755	0.004900	-0.136510
3R	ES_Tom_15_28	Europe_PoolSNP	0.004781	0.004847	-0.062526
3R	ES_Tom_15_29	Europe_PoolSNP	0.004770	0.004922	-0.124568
3R	ES_Tom_16_36	Europe_PoolSNP	0.004537	0.004627	-0.080304
3R	ES_Tom_16_37	Europe_PoolSNP	0.004596	0.004702	-0.099071
3R	FI_Aka_14_36	Europe_PoolSNP	0.004364	0.004278	0.098569
3R	FI_Aka_14_37	Europe_PoolSNP	0.004380	0.004360	0.022529
3R	FI_Aka_15_34	Europe_PoolSNP	0.004444	0.004377	0.063136
3R	FI_Aka_15_35	Europe_PoolSNP	0.004520	0.004482	0.036862
3R	FI_Aka_16_5	Europe_PoolSNP	0.004346	0.004314	0.032459
3R	FI_Aka_16_6	Europe_PoolSNP	0.004458	0.004536	-0.071000
3R	FI_Ves_14_38	Europe_PoolSNP	0.004410	0.004419	-0.009068
3R	FI_Ves_16_7	Europe_PoolSNP	0.004543	0.004687	-0.124574
3R	FL_ho_10_fall	North America_PoolSNP	0.005759	0.005814	-0.048520
3R	FL_ho_10_spring	North America_PoolSNP	0.005654	0.005374	0.224053
3R	FR	Europe_PoolSNP	0.004209	0.004149	0.070803
3R	FR_Got_14_08	Europe_PoolSNP	0.004419	0.004633	-0.184325
3R	FR_Got_15_47	Europe_PoolSNP	0.004500	0.004463	0.034595
3R	FR_Got_15_48	Europe_PoolSNP	0.004577	0.004496	0.081131
3R	FR_Got_15_49	Europe_PoolSNP	0.004512	0.004337	0.180898
3R	FR_Got_16_8	Europe_PoolSNP	0.004372	0.004393	-0.019796
3R	FR_Vil_14_05	Europe_PoolSNP	0.004503	0.004731	-0.211549
3R	FR_Vil_14_07	Europe_PoolSNP	0.004635	0.004937	-0.266370
3R	FR_Vil_15_40	Europe_PoolSNP	0.004684	0.004828	-0.120760
3R	FR_Vil_15_41	Europe_PoolSNP	0.004519	0.004630	-0.097290
3R	FR_Vil_16_9	Europe_PoolSNP	0.004838	0.005017	-0.149504
3R	GA	Africa_PoolSNP	0.005888	0.005916	-0.114796
3R	GA_at_14_fall	North America_PoolSNP	0.005131	0.004861	0.205371
3R	GA_at_14_spring	North America_PoolSNP	0.005176	0.005237	-0.047383
3R	GA_ha_08_spring	North America_PoolSNP	0.005514	0.005307	0.151191
3R	GU	Africa_PoolSNP	0.005728	0.005717	NA
3R	HU_Sze_16_14	Europe_PoolSNP	0.004106	0.004027	0.087663
3R	I	North America_PoolSNP	0.004620	0.004634	-0.038191
3R	IL_ur_15_spring	North America_PoolSNP	0.004974	0.005108	-0.105985
3R	IT_Mez_15_43	Europe_PoolSNP	0.004582	0.004595	-0.013112
3R	IT_Mez_15_44	Europe_PoolSNP	0.004707	0.004650	0.065224
3R	IT_Tre_16_15	Europe_PoolSNP	0.004232	0.004083	0.179318
3R	KA_to_14_fall	North America_PoolSNP	0.005051	0.005192	-0.121498
3R	KA_to_14_spring	North America_PoolSNP	0.005088	0.005244	-0.127423
3R	KN	Africa_PoolSNP	0.005987	0.005977	NA
3R	MA_la_12_fall	North America_PoolSNP	0.004896	0.004988	-0.086284
3R	MA_la_12_spring	North America_PoolSNP	0.004866	0.004959	-0.084034
3R	MA_la_14_fall	North America_PoolSNP	0.004808	0.004900	-0.072139
3R	MA_la_14_spring	North America_PoolSNP	0.004878	0.004997	-0.096734
3R	ME_bo_09_fall.r1	North America_PoolSNP	0.004792	0.004836	-0.039050
3R	ME_bo_09_fall.r2	North America_PoolSNP	0.004994	0.005056	-0.079940
3R	MI_bh_14_fall	North America_PoolSNP	0.004710	0.004580	0.103011
3R	MI_bh_14_spring	North America_PoolSNP	0.004740	0.004677	0.051001
3R	N	Europe_PoolSNP	0.004126	0.004050	0.175628
3R	NC_ra_03_n	North America_PoolSNP	0.004958	0.005029	-0.088137
3R	NG	Africa_PoolSNP	0.005927	0.005929	-0.063703
3R	NY_it_12_fall	North America_PoolSNP	0.004815	0.004865	-0.052550
3R	NY_it_12_spring	North America_PoolSNP	0.004865	0.004890	-0.020743
3R	ON_su_15_fall	North America_PoolSNP	0.004911	0.005004	-0.075531
3R	ON_su_15_spring	North America_PoolSNP	0.004806	0.004729	0.056477
3R	PA_li_09_fall	North America_PoolSNP	0.005013	0.005082	-0.057657
3R	PA_li_09_spring	North America_PoolSNP	0.004922	0.004854	0.049962
3R	PA_li_10_fall	North America_PoolSNP	0.004949	0.004920	0.024802
3R	PA_li_10_spring	North America_PoolSNP	0.005302	0.005372	-0.071260
3R	PA_li_11_fall	North America_PoolSNP	0.005300	0.005758	-0.325764
3R	PA_li_11_frost	North America_PoolSNP	0.005034	0.005078	-0.036762
3R	PA_li_11_spring	North America_PoolSNP	0.004955	0.004977	-0.018683
3R	PA_li_12_fall	North America_PoolSNP	0.004893	0.004939	-0.056998
3R	PA_li_12_spring	North America_PoolSNP	0.005083	0.005229	-0.118970
3R	PA_li_12_sum	North America_PoolSNP	0.004893	0.004943	-0.045828
3R	PA_li_13_spring	North America_PoolSNP	0.004982	0.005144	-0.128284
3R	PA_li_14_fall	North America_PoolSNP	0.005039	0.005150	-0.082694
3R	PA_li_14_spring	North America_PoolSNP	0.005036	0.005164	-0.109643
3R	PA_li_15_fall	North America_PoolSNP	0.004915	0.004901	0.010638
3R	PA_li_15_spring	North America_PoolSNP	0.004831	0.004883	-0.036751
3R	PA_st_14_fall	North America_PoolSNP	0.004941	0.005019	-0.063650
3R	PA_st_14_spring	North America_PoolSNP	0.004675	0.004497	0.156195
3R	PA_st_15_spring	North America_PoolSNP	0.004969	0.005082	-0.090218
3R	PO_Brz_15_12	Europe_PoolSNP	0.004233	0.004131	0.100155
3R	PO_Brz_16_17	Europe_PoolSNP	0.004189	0.004113	0.074969
3R	PO_Gda_16_16	Europe_PoolSNP	0.004283	0.004066	0.221456
3R	PT_Rec_14_33	Europe_PoolSNP	0.004606	0.004718	-0.109002
3R	PT_Rec_15_16	Europe_PoolSNP	0.004672	0.004499	0.207000
3R	PT_Rec_16_18	Europe_PoolSNP	0.004784	0.004987	-0.162670
3R	RAL	North America_PoolSNP	0.004874	0.004917	-0.031414
3R	RG	Africa_PoolSNP	0.005341	0.005207	0.148481
3R	RS_Kal_16_28	Europe_PoolSNP	0.004013	0.003882	0.142981
3R	RS_Kal_16_29	Europe_PoolSNP	0.004140	0.004065	0.074563
3R	RS_Sla_16_30	Europe_PoolSNP	0.004136	0.004004	0.140919
3R	RS_Sla_16_31	Europe_PoolSNP	0.003987	0.003837	0.168578
3R	RU_Ale_15_55	Europe_PoolSNP	0.003490	0.002642	1.351777
3R	RU_Ale_16_22	Europe_PoolSNP	0.004335	0.004342	-0.006951
3R	RU_tul_15_37	Europe_PoolSNP	0.003981	0.003717	0.280309
3R	RU_Val_14_51	Europe_PoolSNP	0.004422	0.004662	-0.212942
3R	RU_val_15_36	Europe_PoolSNP	0.004252	0.003796	0.489792
3R	RU_val_15_38	Europe_PoolSNP	0.004081	0.003432	0.755136
3R	RU_Val_16_19	Europe_PoolSNP	0.004219	0.004177	0.041307
3R	RU_Val_16_20	Europe_PoolSNP	0.004178	0.004062	0.117878
3R	RU_Val_16_21	Europe_PoolSNP	0.003703	0.002980	0.975821
3R	SB	Africa_PoolSNP	0.005918	0.005905	NA
3R	SC_eu_10_spring	North America_PoolSNP	0.005187	0.005061	0.100457
3R	SD	Africa_PoolSNP	0.005348	0.005294	0.081556
3R	SE_Lun_14_30	Europe_PoolSNP	0.004539	0.004592	-0.050251
3R	SE_Lun_15_14	Europe_PoolSNP	0.004515	0.004474	0.037277
3R	SE_Lun_15_15	Europe_PoolSNP	0.004376	0.004190	0.177226
3R	SP	Africa_PoolSNP	0.005687	0.005766	-0.184190
3R	TR_Yes_14_03	Europe_PoolSNP	0.004557	0.004689	-0.150502
3R	TR_Yes_14_04	Europe_PoolSNP	0.004818	0.004947	-0.127675
3R	TR_Yes_15_3	Europe_PoolSNP	0.004400	0.004303	0.091446
3R	TR_Yes_15_4	Europe_PoolSNP	0.004656	0.004646	0.011021
3R	TR_Yes_15_5	Europe_PoolSNP	0.004736	0.004733	0.002573
3R	TR_Yes_15_6	Europe_PoolSNP	0.004569	0.004482	0.076724
3R	TR_Yes_15_7	Europe_PoolSNP	0.004544	0.004475	0.182476
3R	TR_Yes_15_8	Europe_PoolSNP	0.004551	0.004641	-0.077014
3R	TR_Yes_16_39	Europe_PoolSNP	0.004553	0.004652	-0.092831
3R	TR_Yes_16_40	Europe_PoolSNP	0.004634	0.004706	-0.067762
3R	TR_Yes_16_41	Europe_PoolSNP	0.004668	0.004762	-0.081652
3R	TR_Yes_16_42	Europe_PoolSNP	0.004672	0.004754	-0.074523
3R	TR_Yes_16_43	Europe_PoolSNP	0.004706	0.004771	-0.056653
3R	TR_Yes_16_52	Europe_PoolSNP	0.004587	0.004703	-0.114003
3R	UA_Che_14_28	Europe_PoolSNP	0.004176	0.004134	0.043039
3R	UA_Che_14_29	Europe_PoolSNP	0.004298	0.004296	0.002663
3R	UA_Che_14_47	Europe_PoolSNP	0.004494	0.004664	-0.165231
3R	UA_Che_14_48	Europe_PoolSNP	0.004320	0.004415	-0.098835
3R	UA_Cho_15_24	Europe_PoolSNP	0.004346	0.004323	0.023098
3R	UA_Cho_15_25	Europe_PoolSNP	0.004315	0.004307	0.007879
3R	UA_Cho_15_26	Europe_PoolSNP	0.004256	0.004207	0.050489
3R	UA_Cho_15_27	Europe_PoolSNP	0.004184	0.004011	0.174665
3R	UA_Cho_15_65	Europe_PoolSNP	0.004198	0.004266	-0.066290
3R	UA_Cho_15_67	Europe_PoolSNP	0.004158	0.004120	0.038942
3R	UA_Cho_15_68	Europe_PoolSNP	0.004233	0.004254	-0.020181
3R	UA_Cho_15_69	Europe_PoolSNP	0.004159	0.004158	0.000971
3R	UA_Cho_15_70	Europe_PoolSNP	0.004328	0.004439	-0.106403
3R	UA_Cho_16_54	Europe_PoolSNP	0.004182	0.004177	0.005195
3R	UA_Cho_16_55	Europe_PoolSNP	0.004187	0.004209	-0.022050
3R	UA_Cho_16_62	Europe_PoolSNP	0.004217	0.004279	-0.061981
3R	UA_Dro_14_27	Europe_PoolSNP	0.004255	0.004286	-0.030795
3R	UA_Dro_15_10	Europe_PoolSNP	0.004584	0.004478	0.095451
3R	UA_Dro_16_56	Europe_PoolSNP	0.004273	0.004309	-0.036989
3R	UA_Kan_16_57	Europe_PoolSNP	0.004306	0.004372	-0.062896
3R	UA_Kha_14_45	Europe_PoolSNP	0.004264	0.004303	-0.040722
3R	UA_Kha_14_46	Europe_PoolSNP	0.004317	0.004325	-0.008605
3R	UA_Kha_15_19	Europe_PoolSNP	0.004374	0.004393	-0.017062
3R	UA_Kha_16_58	Europe_PoolSNP	0.004563	0.004676	-0.105903
3R	UA_Kyi_14_23	Europe_PoolSNP	0.004337	0.004334	0.002643
3R	UA_Kyi_14_24	Europe_PoolSNP	0.004448	0.004482	-0.035720
3R	UA_Kyi_14_49	Europe_PoolSNP	0.004395	0.004433	-0.042554
3R	UA_Kyi_15_64	Europe_PoolSNP	0.004301	0.004353	-0.050250
3R	UA_Kyi_16_44	Europe_PoolSNP	0.004352	0.004434	-0.079667
3R	UA_Kyi_16_45	Europe_PoolSNP	0.004398	0.004488	-0.092264
3R	UA_Kyi_16_59	Europe_PoolSNP	0.004432	0.004547	-0.105543
3R	UA_od_13_fall	Europe_PoolSNP	0.004524	0.004770	-0.214158
3R	UA_od_13_spring	Europe_PoolSNP	0.004606	0.004835	-0.204813
3R	UA_Ode_14_19	Europe_PoolSNP	0.004308	0.004368	-0.058850
3R	UA_Ode_14_20	Europe_PoolSNP	0.004322	0.004300	0.023703
3R	UA_Ode_14_21	Europe_PoolSNP	0.004432	0.004500	-0.066925
3R	UA_Ode_14_22	Europe_PoolSNP	0.004316	0.004333	-0.017550
3R	UA_Ode_15_11	Europe_PoolSNP	0.004543	0.004625	-0.078833
3R	UA_Ode_15_20	Europe_PoolSNP	0.004275	0.004254	0.020144
3R	UA_Ode_15_22	Europe_PoolSNP	0.004453	0.004546	-0.086529
3R	UA_Ode_15_66	Europe_PoolSNP	0.004376	0.004427	-0.049900
3R	UA_Ode_16_46	Europe_PoolSNP	0.004068	0.004070	-0.002668
3R	UA_Ode_16_47	Europe_PoolSNP	0.004261	0.004350	-0.092527
3R	UA_Pyr_14_26	Europe_PoolSNP	0.004254	0.004313	-0.057427
3R	UA_Pyr_15_21	Europe_PoolSNP	0.004524	0.004557	-0.029628
3R	UA_Pir_16_48	Europe_PoolSNP	0.003961	0.003963	-0.001947
3R	UA_Pyr_16_49	Europe_PoolSNP	0.004342	0.004467	-0.114791
3R	UA_Uma_14_50	Europe_PoolSNP	0.004307	0.004377	-0.074731
3R	UA_Uma_15_9	Europe_PoolSNP	0.004481	0.004502	-0.019004
3R	UA_Uma_16_50	Europe_PoolSNP	0.004360	0.004427	-0.071402
3R	UA_Uma_16_51	Europe_PoolSNP	0.004320	0.004375	-0.058608
3R	UA_Var_14_25	Europe_PoolSNP	0.004392	0.004430	-0.037005
3R	UA_Var_15_18	Europe_PoolSNP	0.004538	0.004551	-0.011959
3R	UA_Var_16_60	Europe_PoolSNP	0.004251	0.004277	-0.026665
3R	UA_Yal_14_16	Europe_PoolSNP	0.004329	0.004308	0.019307
3R	UA_Yal_14_18	Europe_PoolSNP	0.004413	0.004453	-0.037952
3R	UA_Yal_15_23	Europe_PoolSNP	0.004439	0.004369	0.087005
3R	UA_Yal_15_63	Europe_PoolSNP	0.004267	0.004313	-0.046295
3R	UA_Yal_16_61	Europe_PoolSNP	0.004168	0.004112	0.058877
3R	UK	Africa_PoolSNP	0.005659	0.005645	NA
3R	UK_Dai_15_52	Europe_PoolSNP	0.004010	0.003536	0.535631
3R	UK_Dai_16_23	Europe_PoolSNP	0.004338	0.004210	0.126354
3R	UK_Lut_14_13	Europe_PoolSNP	0.004534	0.004657	-0.109870
3R	UK_Mar_14_12	Europe_PoolSNP	0.004494	0.004640	-0.125406
3R	UK_Mar_15_42	Europe_PoolSNP	0.004391	0.004304	0.082015
3R	UK_Mar_16_53	Europe_PoolSNP	0.004393	0.004492	-0.089241
3R	UK_She_14_09	Europe_PoolSNP	0.004288	0.004251	0.111159
3R	UK_She_15_17	Europe_PoolSNP	0.004333	0.004013	0.317998
3R	UK_Sou_14_10	Europe_PoolSNP	0.004417	0.004412	0.005297
3R	VA_ch_12_fall	North America_PoolSNP	0.004790	0.004764	0.027173
3R	VA_ch_12_spring	North America_PoolSNP	0.004862	0.004821	0.036053
3R	VA_ch_14_fall	North America_PoolSNP	0.004826	0.004745	0.068607
3R	VA_ch_14_spring	North America_PoolSNP	0.004785	0.004715	0.061053
3R	VA_ch_15_fall	North America_PoolSNP	0.004887	0.004926	-0.031592
3R	VA_ch_15_spring	North America_PoolSNP	0.004849	0.004881	-0.025712
3R	W	North America_PoolSNP	0.004497	0.004516	-0.027738
3R	WA_se_14_spring	North America_PoolSNP	0.004736	0.004885	-0.109125
3R	WI_cp_12_fall	North America_PoolSNP	0.004860	0.004965	-0.096365
3R	WI_cp_12_frost	North America_PoolSNP	0.004798	0.004906	-0.102071
3R	WI_cp_12_spring	North America_PoolSNP	0.004709	0.004699	0.014423
3R	WI_cp_13_fall	North America_PoolSNP	0.004984	0.005103	-0.099649
3R	WI_cp_13_spring	North America_PoolSNP	0.004971	0.005206	-0.160662
3R	WI_cp_14_fall	North America_PoolSNP	0.004893	0.005028	-0.100314
3R	WI_cp_14_spring	North America_PoolSNP	0.004943	0.005058	-0.088990
3R	ZI	Africa_PoolSNP	0.005378	0.004592	0.599497
3R	ZW	Africa_PoolSNP	NA	NA	NA
X	AT_gr_12_fall	Europe_PoolSNP	0.00335	0.003272	0.152501
