id	dist.bin	type	V1	V2	lat.V1	long.V1	lat.V2	long.V2	popset	dist
3272	40	PoolSNP	FR_Vil_15_41	UA_Var_16_60	48.754	2.158	50.48469444	32.71425	EW	30.6052236931401
3273	40	PoolSNP	FR_Vil_16_9	UA_Var_16_60	48.7543324	2.1584108	50.48469444	32.71425	EW	30.6047947551643
3275	20	PoolSNP	SE_Lun_15_14	UA_Var_16_60	55.694	13.198	50.48469444	32.71425	EW	20.1995266895031
3288	40	PoolSNP	UK_Dai_16_23	UA_Var_16_60	56.3447	-2.9525	50.48469444	32.71425	EW	36.1449404581849
3289	40	PoolSNP	UK_Lut_14_13	UA_Var_16_60	52.433592	-1.102667	50.48469444	32.71425	EW	33.8730287556968
3294	40	PoolSNP	UK_She_15_17	UA_Var_16_60	53.391	-1.521	50.48469444	32.71425	EW	34.3583898716251
3295	20	PoolSNP	AT_See_16_1	UA_Yal_14_16	46.8136889	13.50794792	44.5015	34.16611944	EW	20.7871659458191
3296	20	PoolSNP	CH_Cha_14_42	UA_Yal_14_16	46.5670416	6.701867	44.5015	34.16611944	EW	27.5418159203306
3299	0	PoolSNP	CY_Nic_14_11	UA_Yal_14_16	35.066461	33.322646	44.5015	34.16611944	EW	9.47266638151616
3310	20	PoolSNP	DE_Mun_16_12	UA_Yal_14_16	48.18	11.61	44.5015	34.16611944	EW	22.854099991939
3311	20	PoolSNP	DE_Mun_16_13	UA_Yal_14_16	48.18	11.61	44.5015	34.16611944	EW	22.854099991939
3312	20	PoolSNP	DK_Kar_14_39	UA_Yal_14_16	55.945128	10.212586	44.5015	34.16611944	EW	26.5467208156409
3319	40	PoolSNP	ES_Gim_16_34	UA_Yal_14_16	41.656416	0.388472	44.5015	34.16611944	EW	33.8972560769746
332	20	PoolSNP	ES_Tom_16_37	PO_Gda_16_16	39.152529	-3.0616048	54.35	18.64	EW	26.4938252370477
3320	40	PoolSNP	ES_Tom_15_28	UA_Yal_14_16	39.15805	-3.021	44.5015	34.16611944	EW	37.5690605438481
333	0	PoolSNP	FI_Aka_14_36	PO_Gda_16_16	61.1	23.52	54.35	18.64	EW	8.32927968074071
3332	40	PoolSNP	FR_Vil_15_40	UA_Yal_14_16	48.754	2.158	44.5015	34.16611944	EW	32.2893707949738
3338	0	PoolSNP	TR_Yes_15_3	UA_Yal_14_16	40.231444	32.260328	44.5015	34.16611944	EW	4.67604739667096
3339	0	PoolSNP	TR_Yes_15_4	UA_Yal_14_16	40.231444	32.260328	44.5015	34.16611944	EW	4.67604739667096
3341	0	PoolSNP	TR_Yes_15_6	UA_Yal_14_16	40.231444	32.260328	44.5015	34.16611944	EW	4.67604739667096
3342	0	PoolSNP	TR_Yes_15_8	UA_Yal_14_16	40.231444	32.260328	44.5015	34.16611944	EW	4.67604739667096
3343	0	PoolSNP	TR_Yes_16_39	UA_Yal_14_16	40.231444	32.260328	44.5015	34.16611944	EW	4.67604739667096
3344	0	PoolSNP	TR_Yes_16_40	UA_Yal_14_16	40.231444	32.260328	44.5015	34.16611944	EW	4.67604739667096
3345	0	PoolSNP	TR_Yes_16_42	UA_Yal_14_16	40.231444	32.260328	44.5015	34.16611944	EW	4.67604739667096
3346	0	PoolSNP	TR_Yes_16_43	UA_Yal_14_16	40.231444	32.260328	44.5015	34.16611944	EW	4.67604739667096
3347	0	PoolSNP	TR_Yes_16_52	UA_Yal_14_16	40.231444	32.260328	44.5015	34.16611944	EW	4.67604739667096
335	0	PoolSNP	FI_Aka_15_34	PO_Gda_16_16	61.1	23.52	54.35	18.64	EW	8.32927968074071
3354	40	PoolSNP	UK_She_14_09	UA_Yal_14_16	53.39052	-1.520599	44.5015	34.16611944	EW	36.7771199195401
3355	40	PoolSNP	UK_She_15_17	UA_Yal_14_16	53.391	-1.521	44.5015	34.16611944	EW	36.7776250480483
3357	20	PoolSNP	CH_Cha_14_42	UA_Yal_14_18	46.5670416	6.701867	44.5015	34.16611944	EW	27.5418159203306
336	0	PoolSNP	FI_Aka_15_35	PO_Gda_16_16	61.1	23.52	54.35	18.64	EW	8.32927968074071
3360	0	PoolSNP	CY_Nic_14_11	UA_Yal_14_18	35.066461	33.322646	44.5015	34.16611944	EW	9.47266638151616
